"ident","icao","name","latitude","longitude","iapExists"
"MXA","KMXA","Manila Muni","35.89444722","-90.15457056","1"
"MEZ","KMEZ","Mena Intermountain Muni","34.54551175","-94.20241647","1"
"LLQ","KLLQ","Monticello Muni/Ellis Fld","33.63855556","-91.751","1"
"BDQ","KBDQ","Morrilton Muni","35.13623361","-92.71370833","1"
"MPJ","KMPJ","Petit Jean Park","35.13883333","-92.90919444","1"
"BPK","KBPK","Baxter County","36.3689425","-92.47051972","1"
"7M2","","Mountain View Wilcox Meml Fld","35.86448028","-92.09033861","1"
"7M4","","Osceola Muni","35.69113889","-90.01011111","1"
"7M5","","Ozark/Franklin County","35.51069583","-93.8393075","1"
"PGR","KPGR","Kirk Fld","36.06380556","-90.50919444","1"
"7M6","","Paris Muni","35.29911528","-93.68161389","0"
"7M7","","Piggott Muni","36.37820556","-90.16624167","0"
"PBF","KPBF","Pinebluff Rgnl/Grider Fld","34.17451306","-91.93560422","1"
"7M9","","Salem","36.35590806","-91.83095472","0"
"SRC","KSRC","Searcy Rgnl","35.21060972","-91.73753944","1"
"9M8","","Sheridan-Grant County Rgnl","34.32752778","-92.35133333","1"
"99A","","Smith's Intl","34.40622222","-91.95875","0"
"SLG","KSLG","Smith Fld","36.19186111","-94.49","1"
"ASG","KASG","Springdale Muni","36.17638889","-94.11925","1"
"55M","","Star City Muni","33.92641667","-91.86111111","0"
"4F8","","Wilson","33.44319444","-93.05430556","0"
"SGT","KSGT","Stuttgart Muni Carl Humphrey Fld","34.59947853","-91.57500028","1"
"TXK","KTXK","Texarkana Rgnl-Webb Fld","33.45371639","-93.99103056","1"
"AWM","KAWM","West Memphis Muni","35.13505556","-90.23444444","1"
"BXK","KBXK","Buckeye Muni","33.42253389","-112.6862339","0"
"IFP","KIFP","Laughlin/Bullhead Intl","35.15461444","-114.5593322","1"
"A20","","Sun Valley","35.00563889","-114.5650278","0"
"A09","","Eagle Airpark","34.88816667","-114.6166389","0"
"P08","","Coolidge Muni","32.93602389","-111.4264728","1"
"P52","","Cottonwood","34.73005611","-112.0351372","1"
"DGL","KDGL","Douglas Muni","31.34260278","-109.5064544","0"
"P03","","Cochise College","31.37131389","-109.6899528","0"
"DUG","KDUG","Bisbee Douglas Intl","31.46894444","-109.60375","1"
"E60","","Eloy Muni","32.80672194","-111.5866264","0"
"FLG","KFLG","Flagstaff Pulliam","35.14031583","-111.6692414","1"
"P13","","San Carlos Apache","33.35313889","-110.6673611","1"
"GYR","KGYR","Phoenix Goodyear","33.42327778","-112.3753611","1"
"GCN","KGCN","Grand Canyon Ntl Park","35.95236111","-112.1469722","1"
"40G","","Valle","35.65064583","-112.1480542","1"
"HII","KHII","Lake Havasu City","34.57112389","-114.3582769","1"
"MZJ","KMZJ","Pinal Airpark","32.50983333","-111.3253333","0"
"L41","","Marble Canyon","36.81080556","-111.6444444","0"
"OLS","KOLS","Nogales Intl","31.41772222","-110.8478889","1"
"M27","","Waldron Muni","34.876","-94.10888889","0"
"ARG","KARG","Walnut Ridge Rgnl","36.12466667","-90.92511111","1"
"3M9","","Warren Muni","33.56044333","-92.08538861","1"
"8M2","","Sally Wofford","35.59027222","-90.91367222","0"
"P01","","Eric Marcus Muni","32.45289028","-112.8614083","0"
"E51","","Bagdad","34.59289444","-113.1719486","0"
"E95","","Benson Muni/Paul Kerchum Fld","31.99944444","-110.3579722","0"
"P04","","Bisbee Muni","31.36399028","-109.8831286","0"
"CGZ","KCGZ","Casa Grande Muni","32.95489806","-111.76682","1"
"P19","","Stellar Airpark","33.29877111","-111.9157875","1"
"CHD","KCHD","Chandler Muni","33.26909611","-111.8111211","1"
"E91","","Chinle Muni","36.10930556","-109.5754722","0"
"Z95","","Cibecue","34.00333333","-110.4441667","0"
"CFT","KCFT","Greenlee County","32.95703864","-109.2111623","1"
"AZC","KAZC","Colorado City Muni","36.95994444","-113.0138889","1"
"E63","","Gila Bend Muni","32.96016944","-112.6736375","0"
"GEU","KGEU","Glendale Rgnl","33.52691667","-112.2951389","1"
"P14","","Holbrook Muni","34.94072222","-110.1385","0"
"0V7","","Kayenta","36.71644444","-110.2284444","0"
"E67","","Kearny","33.04719444","-110.9090556","0"
"IGM","KIGM","Kingman","35.25947806","-113.9380503","1"
"L25","","Pearce Ferry","36.09322222","-114.0467222","0"
"FFZ","KFFZ","Falcon Fld","33.46084056","-111.7283253","1"
"PGA","KPGA","Page Muni","36.92606944","-111.4483506","1"
"P20","","Avi Suquilla","34.14983333","-114.2678333","1"
"PAN","KPAN","Payson","34.25683639","-111.3392558","1"
"1G4","","Grand Canyon West","35.98611111","-113.8169167","0"
"L37","","Grand Canyon Caverns","35.52723472","-113.2475028","0"
"DVT","KDVT","Phoenix Deer Valley","33.68830556","-112.0825556","1"
"A39","","Ak-Chin Rgnl","32.99054861","-111.9189014","0"
"IWA","KIWA","Phoenix-Mesa Gateway","33.30782389","-111.6554592","1"
"PHX","KPHX","Phoenix Sky Harbor Intl","33.43427778","-112.0115833","1"
"E37","","Flying J Ranch","32.84784333","-109.8817481","0"
"P10","","Polacca","35.79161111","-110.4233889","0"
"SAD","KSAD","Safford Rgnl/1lt Duane Spalsbury Fld","32.85334111","-109.6350819","1"
"SJN","KSJN","St Johns Industrial Air Park","34.51855556","-109.37875","1"
"44A","","Rolle Airfield","32.51630556","-114.6983889","0"
"E77","","San Manuel","32.63644028","-110.6472877","0"
"SDL","KSDL","Scottsdale","33.62288889","-111.9105278","1"
"JTC","KJTC","Springerville Muni","34.12941667","-109.3108611","1"
"T03","","Tuba City","36.09263889","-111.3830833","0"
"E25","","Wickenburg Muni","33.97062933","-112.7950898","0"
"P33","","Cochise County","32.24541667","-109.8946389","1"
"CMR","KCMR","H A Clark Meml Fld","35.30549361","-112.1943478","1"
"RQE","KRQE","Window Rock","35.65205556","-109.0673889","1"
"INW","KINW","Winslow-Lindbergh Rgnl","35.02190972","-110.7225158","1"
"L54","","Agua Caliente Springs","32.95569444","-116.2947222","0"
"L70","","Agua Dulce","34.50351483","-118.3131572","0"
"AAT","KAAT","Alturas Muni","41.48286111","-120.5654167","1"
"A24","","California Pines","41.41225972","-120.6838861","0"
"AUN","KAUN","Auburn Muni","38.95483333","-121.0817222","1"
"AVX","KAVX","Catalina","33.40499722","-118.4157694","1"
"0O2","","Baker","35.28627778","-116.0813611","0"
"L45","","Bakersfield Muni","35.32487472","-118.9960219","1"
"BFL","KBFL","Meadows Fld","35.43386111","-119.0576667","1"
"BIH","KBIH","Bishop","37.37311111","-118.3636111","1"
"BLH","KBLH","Blythe","33.61916667","-114.7168889","1"
"D83","","Boonville","39.01395281","-123.3815533","0"
"PRC","KPRC","Prescott Rgnl/Ernest A Love Fld","34.65483333","-112.4192222","1"
"SEZ","KSEZ","Sedona","34.84858917","-111.7884475","1"
"P23","","Seligman","35.335075","-112.8864972","0"
"E78","","Sells","31.93258333","-111.89425","0"
"SOW","KSOW","Show Low Rgnl","34.26547167","-110.0056625","1"
"E81","","Superior Muni","33.27783389","-111.127065","0"
"TYL","KTYL","Taylor","34.45273222","-110.1150347","1"
"U30","","Temple Bar","36.02044444","-114.3349167","0"
"P29","","Tombstone Muni","31.6713125","-110.0215153","0"
"AVQ","KAVQ","Marana Rgnl","32.40955556","-111.2183889","1"
"TUS","KTUS","Tucson Intl","32.11706819","-110.9414628","1"
"RYN","KRYN","Ryan Fld","32.14221111","-111.1745792","1"
"E24","","Whiteriver","33.81060833","-109.9857436","0"
"1Z1","","Grand Canyon Bar Ten Airstrip","36.2565","-113.2308889","0"
"A26","","Adin","41.1865","-120.9543889","0"
"2O3","","Angwin-Parrett Fld","38.58002778","-122.4354722","0"
"APV","KAPV","Apple Valley","34.57533139","-117.1861881","1"
"ACV","KACV","California Redwood Coast-Humboldt County","40.97782639","-124.1084692","1"
"BNG","KBNG","Banning Muni","33.92255556","-116.8509722","0"
"O02","","Nervino","39.81852778","-120.3528056","1"
"O55","","Southard Fld","41.13954028","-121.12405","0"
"L35","","Big Bear City","34.26377778","-116.8560278","1"
"L08","","Borrego Valley","33.25902778","-116.3209722","1"
"BWC","KBWC","Brawley Muni","32.9929375","-115.5172633","1"
"O57","","Bryant Fld","38.26465364","-119.2227311","0"
"BUR","KBUR","Bob Hope","34.20069444","-118.3586667","1"
"L62","","Elk Hills-Buttonwillow","35.35344444","-119.4797222","0"
"C83","","Byron","37.82844444","-121.6258333","1"
"CXL","KCXL","Calexico Intl","32.66744444","-115.5175833","0"
"L71","","California City Muni","35.15125","-118.0166667","1"
"CLR","KCLR","Cliff Hatfield Meml","33.13133333","-115.5213889","1"
"CMA","KCMA","Camarillo","34.21375833","-119.0943542","1"
"O59","","Cedarville","41.55361111","-120.1656111","0"
"49X","","Chemehuevi Valley","34.52888889","-114.4319722","0"
"O05","","Rogers Fld","40.28236111","-121.2411667","1"
"CIC","KCIC","Chico Rgnl","39.79538889","-121.8584167","1"
"O60","","Cloverdale Muni","38.77627778","-122.9926111","1"
"3O8","","Harris Ranch","36.24811111","-120.2384722","0"
"C80","","New Coalinga Muni","36.16211111","-120.2948333","1"
"O22","","Columbia","38.03041667","-120.4145556","1"
"O09","","Round Valley","39.7905","-123.2663333","0"
"CEC","KCEC","Jack Mc Namara Fld","41.78016667","-124.2365278","1"
"DAG","KDAG","Barstow-Daggett","34.85372222","-116.7866944","1"
"D63","","Dinsmore","40.49204889","-123.5982214","0"
"A32","","Butte Valley","41.88725","-121.9755833","0"
"1O6","","Dunsmuir Muni-Mott","41.26291944","-122.2720375","0"
"BLU","KBLU","Blue Canyon - Nyack","39.27497222","-120.70975","0"
"O19","","Kneeland","40.71895194","-123.9272169","0"
"EKA","KEKA","Murray Fld","40.80339806","-124.1127903","1"
"O33","","Samoa Fld","40.78086111","-124.2122778","0"
"L18","","Fallbrook Community Airpark","33.35416667","-117.2508333","1"
"A30","","Scott Valley","41.55777778","-122.8549444","0"
"FOT","KFOT","Rohnerville","40.55394139","-124.1326556","1"
"F72","","Franklin Fld","38.304","-121.4293056","0"
"FCH","KFCH","Fresno Chandler Exec","36.73212417","-119.8203325","1"
"O61","","Cameron Park","38.684","-120.9875278","0"
"CRQ","KCRQ","Mc Clellan-Palomar","33.12825","-117.2800833","1"
"CNO","KCNO","Chino","33.97477931","-117.6364828","1"
"L77","","Chiriaco Summit","33.66481111","-115.7104139","0"
"2O6","","Chowchilla","37.11327778","-120.247","0"
"O08","","Colusa County","39.179","-121.9933333","1"
"CPM","KCPM","Compton/Woodley","33.88991667","-118.2438056","0"
"CCR","KCCR","Buchanan Fld","37.98965667","-122.0569022","1"
"0O4","","Corning Muni","39.94610806","-122.1711167","0"
"AJO","KAJO","Corona Muni","33.89765408","-117.6024398","1"
"DWA","KDWA","Yolo County","38.57938889","-121.8569444","1"
"EDU","KEDU","University","38.53146222","-121.7864639","1"
"L06","","Furnace Creek","36.4605","-116.8798056","0"
"L09","","Stovepipe Wells","36.60383333","-117.1592222","0"
"DLO","KDLO","Delano Muni","35.74555556","-119.2365","1"
"EMT","KEMT","San Gabriel Valley","34.08600889","-118.0348453","1"
"O89","","Fall River Mills","41.01736111","-121.4349722","0"
"L73","","Poso-Kern County","35.59638889","-119.1282778","0"
"F34","","Firebaugh","36.85998861","-120.4644675","1"
"A28","","Fort Bidwell","41.8765","-120.1466389","0"
"FAT","KFAT","Fresno Yosemite Intl","36.77655556","-119.7188333","0"
"E79","","Sierra Sky Park","36.84016667","-119.8693889","0"
"FUL","KFUL","Fullerton Muni","33.87201417","-117.9797842","1"
"O16","","Garberville","40.08543972","-123.8141469","0"
"0O9","","Ward Fld","41.84558333","-123.9847778","0"
"E36","","Georgetown","38.92111111","-120.8648056","0"
"GOO","KGOO","Nevada County","39.22405556","-121.0025556","1"
"E45","","Pine Mountain Lake","37.86166667","-120.1785556","1"
"E55","","Ocean Ridge","38.8017075","-123.5305522","0"
"3O1","","Gustine","37.26055556","-120.96425","0"
"HAF","KHAF","Half Moon Bay","37.51344444","-122.5011667","1"
"HJO","KHJO","Hanford Muni","36.31672222","-119.6276667","1"
"36S","","Happy Camp","41.79067944","-123.3889444","0"
"HHR","KHHR","Jack Northrop Fld/Hawthorne Muni","33.92286111","-118.3350833","1"
"F62","","Hayfork","40.547","-123.1796389","0"
"HWD","KHWD","Hayward Exec","37.65893167","-122.1217389","1"
"HES","KHES","Healdsburg Muni","38.65285917","-122.8986415","0"
"HMT","KHMT","Hemet-Ryan","33.73402778","-117.0223056","1"
"H47","","Hyampom","40.62561111","-123.4685","0"
"IPL","KIPL","Imperial County","32.83422222","-115.57875","1"
"2O7","","Independence","36.81637239","-118.2049326","0"
"IYK","KIYK","Inyokern","35.65874128","-117.8295325","1"
"L05","","Kern Valley","35.72822222","-118.4197222","0"
"KIC","KKIC","Mesa Del Rey","36.22855556","-121.1213056","1"
"S51","","Andy Mc Beth","41.51202778","-123.9956667","0"
"WJF","KWJF","General Wm J Fox Airfield","34.74105556","-118.2186389","1"
"POC","KPOC","Brackett Fld","34.09166667","-117.7817778","1"
"O24","","Lee Vining","37.95773864","-119.1058112","0"
"O20","","Kingdon Airpark","38.09186944","-121.3583333","0"
"L53","","Lodi Airpark","38.08408694","-121.3163369","0"
"LPC","KLPC","Lompoc","34.66561944","-120.4675028","1"
"O26","","Lone Pine/Death Valley","36.58869444","-118.0493889","0"
"LAX","KLAX","Los Angeles Intl","33.94249639","-118.4080486","1"
"WHP","KWHP","Whiteman","34.25932528","-118.4134331","1"
"LSN","KLSN","Los Banos Muni","37.06388889","-120.8698611","1"
"H37","","Herlong","40.13872222","-120.1799722","0"
"L26","","Hesperia","34.37694444","-117.3160556","0"
"CVH","KCVH","Hollister Muni","36.8933475","-121.4102736","1"
"1C9","","Frazier Lake Airpark","36.95283333","-121.4626389","0"
"O21","","Hoopa","41.04147222","-123.6678056","0"
"JAQ","KJAQ","Westover Fld Amador County","38.37680167","-120.7939103","1"
"L78","","Jacumba","32.61588056","-116.1655389","0"
"1O2","","Lampson Fld","38.99061111","-122.9007222","1"
"LHM","KLHM","Lincoln Rgnl/Karl Harder Fld","38.90916667","-121.3513333","1"
"LLR","KLLR","Little River","39.26205556","-123.7537778","1"
"LVK","KLVK","Livermore Muni","37.69338889","-121.8203611","1"
"1O3","","Lodi","38.20244167","-121.2691417","1"
"LGB","KLGB","Long Beach (Daugherty Fld)","33.81792972","-118.1518906","1"
"MAE","KMAE","Madera Muni","36.98860028","-120.1124497","1"
"MMH","KMMH","Mammoth Yosemite","37.62405556","-118.83875","1"
"OAR","KOAR","Marina Muni","36.68152778","-121.7616667","1"
"MPI","KMPI","Mariposa-Yosemite","37.51086111","-120.0395278","1"
"M45","","Alpine County","38.73475","-119.7670556","0"
"MYV","KMYV","Yuba County","39.09777778","-121.5698333","1"
"1O5","","Montague-Yreka Rohrer Fld","41.72998333","-122.5444806","0"
"SIY","KSIY","Siskiyou County","41.78144444","-122.4681111","1"
"MRY","KMRY","Monterey Rgnl","36.58695222","-121.8427831","1"
"F70","","French Valley","33.57417908","-117.1284732","1"
"APC","KAPC","Napa County","38.21318917","-122.2806872","1"
"EED","KEED","Needles","34.76634683","-114.6232799","1"
"L52","","Oceano County","35.10152917","-120.6223153","0"
"OKB","KOKB","Bob Maxwell Meml Airfield","33.21797639","-117.3515075","1"
"L90","","Ocotillo","33.14781744","-116.1315336","0"
"ONT","KONT","Ontario Intl","34.05601417","-117.6011875","1"
"PSP","KPSP","Palm Springs Intl","33.82966972","-116.5066942","1"
"UDD","KUDD","Bermuda Dunes","33.7484375","-116.2748133","1"
"TRM","KTRM","Jacqueline Cochran Rgnl","33.62667056","-116.1596544","1"
"PAO","KPAO","Palo Alto","37.46112139","-122.1150467","1"
"PVF","KPVF","Placerville","38.7242275","-120.7533092","1"
"O39","","Ravendale","40.80370278","-120.3662083","0"
"RBL","KRBL","Red Bluff Muni","40.15030556","-122.2521944","1"
"O85","","Benton Fld","40.57367972","-122.4073356","1"
"RDD","KRDD","Redding Rgnl","40.50898528","-122.2933853","1"
"REI","KREI","Redlands Muni","34.08525","-117.1463889","1"
"O32","","Reedley Muni","36.671","-119.4510278","1"
"RIR","KRIR","Flabob","33.9887875","-117.4099097","1"
"L00","","Rosamond Skypark","34.8705","-118.2054167","0"
"SNS","KSNS","Salinas Muni","36.66241083","-121.6071536","1"
"SAS","KSAS","Salton Sea","33.24119444","-115.9525833","0"
"CPU","KCPU","Calaveras County/Maury Rasmussen Fld","38.14611111","-120.6481667","1"
"SBD","KSBD","San Bernardino Intl","34.09536111","-117.2348889","1"
"SQL","KSQL","San Carlos","37.51186111","-122.2495311","1"
"MCE","KMCE","Merced Yosemite Rgnl","37.28475","-120.5139167","1"
"MER","KMER","Castle","37.38048444","-120.5681864","1"
"MOD","KMOD","Modesto City-County-Harry Sham Fld","37.62582472","-120.95443","1"
"MHV","KMHV","Mojave Air & Space Port/Rutan Fld","35.05894444","-118.1506111","1"
"L88","","New Cuyama","34.94017778","-119.6861167","0"
"DVO","KDVO","Gnoss Fld","38.14357583","-122.5570914","1"
"O27","","Oakdale","37.75634361","-120.8002083","1"
"OAK","KOAK","San Francisco Bay Oakland Intl","37.72126139","-122.2211506","1"
"O37","","Haigh Fld","39.72038889","-122.1463611","1"
"OVE","KOVE","Oroville Muni","39.48780556","-121.622","1"
"OXR","KOXR","Oxnard","34.20080694","-119.2072264","1"
"PRB","KPRB","Paso Robles Muni","35.67288889","-120.6270833","1"
"L65","","Perris Valley","33.76463889","-117.219","0"
"O69","","Petaluma Muni","38.25779333","-122.6053236","1"
"PTV","KPTV","Porterville Muni","36.02958333","-119.0627222","1"
"2O1","","Gansner Fld","39.94391667","-120.9453889","0"
"RNM","KRNM","Ramona","33.03916667","-116.91525","1"
"RIU","KRIU","Rancho Murieta","38.48677778","-121.1027778","0"
"L36","","Rio Linda","38.675","-121.4454444","0"
"O88","","Rio Vista Muni","38.19338889","-121.7036389","1"
"RAL","KRAL","Riverside Muni","33.95188889","-117.4451111","1"
"T42","","Ruth","40.21147222","-123.2976944","0"
"SMF","KSMF","Sacramento Intl","38.69544444","-121.5907778","1"
"MHR","KMHR","Sacramento Mather","38.55531083","-121.2972114","1"
"SAC","KSAC","Sacramento Exec","38.51286111","-121.4933003","1"
"MCC","KMCC","Mc Clellan Airfield","38.66763889","-121.4006111","1"
"SEE","KSEE","Gillespie Fld","32.82622222","-116.9724444","1"
"MYF","KMYF","Montgomery-Gibbs Exec","32.81572222","-117.1395556","1"
"SAN","KSAN","San Diego Intl","32.73356278","-117.1896633","1"
"SDM","KSDM","Brown Fld Muni","32.57227778","-116.9801667","1"
"SFO","KSFO","San Francisco Intl","37.61880556","-122.3754167","1"
"SNA","KSNA","John Wayne/Orange County","33.67566194","-117.8682331","1"
"SBA","KSBA","Santa Barbara Muni","34.42619167","-119.8414928","1"
"STS","KSTS","Charles M Schulz/Sonoma County","38.50969444","-122.8128889","1"
"IZA","KIZA","Santa Ynez/Kunkle Fld","34.60681528","-120.07555","1"
"0Q3","","Sonoma Valley","38.22394225","-122.449711","0"
"0Q4","","Selma","36.5810005","-119.656978","0"
"0Q9","","Sonoma Skypark","38.25747222","-122.4345556","0"
"TVL","KTVL","Lake Tahoe","38.89388889","-119.9953333","1"
"SCK","KSCK","Stockton Metro","37.89441028","-121.23874","1"
"L17","","Taft-Kern County","35.14165808","-119.4378403","0"
"TSP","KTSP","Tehachapi Muni","35.13499444","-118.4393","0"
"L94","","Mountain Valley","35.10107778","-118.4231392","0"
"O81","","Tulelake Muni","41.89063889","-121.3606667","0"
"O15","","Turlock Muni","37.48402778","-120.6973333","1"
"TNP","KTNP","Twentynine Palms","34.13158333","-115.9458056","1"
"UKI","KUKI","Ukiah Muni","39.12594444","-123.2008611","1"
"CCB","KCCB","Cable","34.11160944","-117.6873883","1"
"VCV","KVCV","Southern California Logistics","34.59552611","-117.3826622","1"
"VIS","KVIS","Visalia Muni","36.31863778","-119.3928608","1"
"D86","","Sequoia Fld","36.44791667","-119.3187222","0"
"L19","","Wasco-Kern County","35.61986111","-119.3537222","0"
"O28","","Ells Fld/Willits Muni","39.45132889","-123.3723308","1"
"WLW","KWLW","Willows/Glenn County","39.51575589","-122.2172754","1"
"O42","","Woodlake","36.39877778","-119.1068056","0"
"O41","","Watts-Woodland","38.67387639","-121.8720772","1"
"RHV","KRHV","Reid-Hillview of Santa Clara County","37.33286111","-121.8198056","1"
"SJC","KSJC","Norman Y Mineta San Jose Intl","37.36299472","-121.9286206","1"
"SBP","KSBP","San Luis Obispo County Rgnl","35.2372725","-120.6426028","1"
"E16","","San Martin","37.08158333","-121.5968056","1"
